temperature,humidity,heart_rate,skin_conductivity,emotion
18.57425855223572,48.3298405897027,60.03368661478805,1.8411460792359258,Sad
23.040594088867827,38.23432390050705,78.62120133320492,2.803939633843484,Calm
29.186747374150855,75.70302601204608,92.83888178088915,10.0,Stressed
22.427640650531373,52.45326456170619,70.50460580477015,3.3105398407748075,Calm
33.91020949408015,60.586025334493854,122.33513452130555,7.561183218902258,Stressed
20.532387466089467,56.35701161724973,60.0,1.6023617437131021,Sad
22.990918020128806,50.6791040985534,77.96400857597975,3.950689925471276,Happy
24.90642964542058,44.93933123603817,78.18123240505336,3.305106714165979,Happy
20.013676717944723,51.57721247199815,66.63130252308399,0.5,Calm
29.38630507020089,60.93933726134919,140.0,7.957215859903313,Workout
29.910878125857177,56.665598612822784,116.3891594459081,7.845445680243631,Workout
25.558004750717142,49.32246792399277,86.55290569107291,4.928340203063115,Happy
23.763114101222584,48.945054065781854,88.44295184116093,3.3328091621993634,Happy
22.076886851484588,49.65374795310246,68.59414411141177,3.6958522473831765,Calm
25.48647495916887,71.0804848018231,118.5108334226703,9.25844386113336,Stressed
23.7912285286665,54.58450155254322,87.43851665282031,3.5873152702522844,Happy
22.02715348827434,48.712341634586394,80.64621135944131,1.9431622597221183,Calm
35.0,57.81567438507576,125.20809084854409,10.0,Workout
28.581239308529398,51.548856108245516,80.66476023955482,4.051701704965433,Happy
22.956652544326236,47.564160520220646,62.16843556011695,1.1917188459845218,Calm
22.897993065980035,43.97297978121387,71.03895381627261,0.5,Calm
22.13627535561189,55.61926654237688,72.91088154069502,1.355865735970357,Sad
19.61320605558101,66.89977136734126,63.5031879157901,0.6804936911627515,Sad
19.39735393453407,39.06734282447811,71.32910640621508,2.2172697820702894,Calm
18.0,41.76958981133905,64.78980903835286,1.1711781007585644,Sad
31.128500775719758,44.560203340144035,132.47983750601674,8.46532108779454,Workout
35.0,45.52600228335797,123.18448850869706,7.013669915372466,Workout
20.734183552211356,57.35362638837574,64.66848443437834,1.7546777494013366,Sad
21.725988090732283,47.27561510263716,73.24647192116308,1.4950231143986423,Calm
23.735849491311967,49.83122067486317,69.48345455907834,0.5,Calm
23.29315769247638,55.48566459487207,81.45201600053063,4.433786912555305,Happy
25.557160467734544,56.9392637090023,87.32090722080027,3.8935401818083983,Happy
31.796885449468277,58.407487036023014,105.35375001629998,9.857945432633322,Stressed
24.720432156847,44.28109040469185,84.643148497136,4.0997482015024005,Happy
28.30974462991642,71.82814941292105,126.45603421044764,8.045949009965486,Stressed
22.306905330079598,45.168119611724116,94.82356200590681,4.293775562482341,Happy
22.345747464229788,54.27445561768,127.67521679856013,6.127681704277338,Stressed
27.306952186854804,49.737855932404,69.01716703169987,1.881357166567549,Calm
